,ID,Tweet,anger,disgust,fear,joy,love,optimism,pessimism,sadness,trust,neg,pos,label,message_processed,message_length
5896,2017-En-20641,someone come to fright world w með¤ð¤,0,0,1,0,0,0,0,0,0,1,0,1,someone come fright world,41
5897,2017-En-31379,Love your new show @driverminnie ,0,0,0,1,1,0,0,0,0,0,2,0,love new show,33
5898,2017-En-21133,Jeans with fake pockets ,1,1,0,0,0,0,0,0,0,2,0,1,jean fake pocket,24
5899,2017-En-20666,"Romero, Rojo, Blind, Memphis, Rooney. This is nearly a starting line up Iâd wanna punch in the face rather than shake their hand.",1,1,0,0,0,0,0,0,0,2,0,1,romero rojo blind memphis rooney nearly start line wan punch face rather shake hand,131
5901,2017-En-20450,Ugh I want to punch a wall every time I have to use @windows 10. Literally the worst product ever made #windows10 #awful #killme,1,1,0,0,0,0,0,0,0,2,0,1,ugh want punch wall every time use literally bad product ever make window awful killme,128
5903,2017-En-40516,"@JohnWildy71 something, too confused to type an entire word ð See, I can laugh again. My hour of sadness has almost passed",0,0,0,1,0,1,0,0,0,0,2,0,something confuse type entire word see laugh hour sadness almost pass,125
5905,2017-En-20283,"@Miami4Trump Yeah, but bad part is the #terrorism #terror Muslims won't be the ones leaving #ObamaLegacy #nationalsecurity #disaster #Obama",1,1,1,0,0,0,0,0,0,3,0,1,yeah bad part terrorism terror muslims one leave obamalegacy nationalsecurity disaster obama,139
5906,2017-En-10468,"@m_t_f_72 I'm not surprised, I would be fuming! ð¤",1,1,0,0,0,0,0,0,0,2,0,1,surprise would fume,52
5907,2017-En-21810,@tomsteinfort expected i thought ,0,0,0,1,0,0,0,0,0,0,1,0,expect thought,33
5908,2017-En-10749,I'm just doing what u should b doing just minding my business and grinding relentless @LITO615,1,1,0,0,0,0,0,0,0,2,0,1,mind business grind relentless,94
5909,2017-En-21737,"Virtually every statement by other countries at UN has referred to #terror as main threat to peace, #Pak still in denial: MEA.",0,1,1,0,0,0,0,0,0,2,0,1,virtually every statement country refer terror main threat peace pak still denial mea,126
5910,2017-En-31230,"When ya'll talkin about you know who I don't know who ya'll talkin bout, I'm on the new shit....chuckin up ma deuces......ð¥ð¥ #kanye ",1,1,0,0,0,0,0,0,0,2,0,1,talkin know know talkin bout new shit chuckin deuce kanye,138
5913,2017-En-20217,Today's alarm shows how unprepared professors and students are when it comes to emergency protocols. We don't know where to go @CalStateLA,1,1,0,0,0,0,0,0,0,2,0,1,today alarm show unprepared professor student come emergency protocol know,138
5915,2017-En-20790,@Cory_Bonini AP didn't have a productive week 1 or 1st half against GB and Kalil is horrible! @Vikings D is its strongest asset currently.,1,1,1,0,0,0,0,0,0,3,0,1,productive week half kalil horrible strong asset currently,138
5916,2017-En-21319,The Car' (1977)\nA middle of the road #horror film that in the hands of a better filmmaker could've been a hell of a lot better. 5/10,0,1,1,0,0,0,0,0,0,2,0,1,car middle road horror film hand well filmmaker could hell lot good,133
5917,2017-En-21030,"@___margs @juliana_f_reyes Hey Michael! Thanks for following up, yeah I think you'd be a terrific contrib. Looping in assoc ed Juliana",0,0,0,1,1,1,0,0,1,0,4,0,hey michael thanks follow yeah think terrific contrib loop assoc juliana,134
5918,2017-En-40982,it's sad when you talk to someone about ya past n how it fucked you up and then they do the same thing like people really don't have hearts,1,0,0,0,0,0,1,1,0,3,0,1,sad talk someone past fuck thing like people really heart,139
5919,2017-En-31239,@_BlueCouture The hilarity of you people not realising that racism is racism regardless of whether one uses choice words is hilarious.,1,1,0,0,0,0,0,0,0,2,0,1,hilarity people realise racism racism regardless whether one use choice word hilarious,134
5920,2017-En-20923,"@Just_Alasia I agree. Btw, have u seen Ep22, Granger, O?  That was the episode when I knew Anna was coming back, the conversation at start.",0,0,0,0,0,1,0,0,0,0,1,0,agree btw see granger episode know anna come back conversation start,139
5921,2017-En-31069,3 Styles to Love now at Zales!  Three sparkling styles to love! Stop by and shop in store today.,0,0,0,1,0,0,0,0,0,0,1,0,style love zales three sparkle style love stop shop store today,96
5922,2017-En-10155,I have 1000 rabid grizzly bears I'm going to scatter in neighborhoods all over America.\n\nThey're poor refugees!\n\n#InYourNeighborhoodNotDC,1,1,0,0,0,0,0,0,0,2,0,1,rabid grizzly bear go scatter neighborhood america nthey poor refugee inyourneighborhoodnotdc,141
5924,2017-En-10405,Guy across from me in a really ugly suit cannot stop expressing his displeasure,1,1,0,0,0,0,0,1,0,3,0,1,guy across really ugly suit stop expressing displeasure,79
5925,2017-En-31366,@headfirst_dom I often imagine hoe our moon would feel meeting the jovial moons which are all special,0,0,0,0,0,1,0,0,0,0,1,0,often imagine hoe moon would feel meet jovial moon special,101
5926,2017-En-20883,@NandosSA just received order from @OrderInSA &amp; the chips are under cooked &amp; half raw!!! Usually best part of the meal #notcool ,1,1,0,0,0,0,0,1,0,3,0,1,receive order chip cook half raw usually best part meal notcool,136
5927,2017-En-21086,My mind always seems to work its best at night ,0,0,0,1,0,1,0,0,0,0,2,0,mind always seem work best night,47
5928,2017-En-10348,@KimLy resent,0,0,0,0,0,0,0,0,0,0,0,0,resent,13
5929,2017-En-21438,watching my first Cage of Death and my word this is tremendous,0,0,0,1,1,0,0,0,0,0,2,0,watch first cage death word tremendous,62
5930,2017-En-41268,@KseniaSolo hi little late to lost girl but think you awesome from South Afrikaans:-),0,0,0,1,1,1,0,0,0,0,3,0,little late lose girl think awesome south afrikaans,85
5931,2017-En-30278,Watch this amazing live.ly broadcast by @footballrocks123456 #lively #musically,0,0,0,1,1,1,0,0,0,0,3,0,watch amaze live broadcast lively musically,79
5932,2017-En-41295,"Come here, let me do whatever I do with it. #dismal",0,0,0,0,0,0,0,1,0,1,0,1,come let whatever dismal,51
5933,2017-En-11078,Panpiper playing Big River outside The Bridges in SR1 #outrage,1,0,0,0,0,0,0,0,0,1,0,1,panpiper play big river outside bridge outrage,62
5934,2017-En-30657,"Dark, dense, and exhilarating come the finale, #HellOrHighWater is a gripping watch.",0,0,0,1,0,0,0,0,0,0,1,0,dark dense exhilarate come finale hellorhighwater grip watch,84
5935,2017-En-11172,"@SwiftShimada SPARKLES, proud little huff. Still posing mind you.",0,0,0,0,0,1,0,0,1,0,2,0,sparkle proud little huff still pose mind,65
5936,2017-En-10010,im so mad about power rangers. im incensed. im furious.,1,1,0,0,0,0,0,0,0,2,0,1,mad power ranger incense furious,55
5937,2017-En-22221,"BibleMotivate: Are you worrying/worried?\n1Peter 5:7\nThrow all your worry on him, because he cares for you.#faith #leadership #worry #mindfuâ¦",0,0,0,0,0,1,0,0,1,0,2,0,biblemotivate worry worried peter nthrow worry care faith leadership worry mindfu,144
5938,2017-En-40640,@xxnogard_G88 Welcome to the  dark honey !,0,0,0,0,0,0,0,0,0,0,0,0,welcome dark honey,42
5940,2017-En-41418,@jordan_grimmer If that's messin I can't wait to see #serious !! Brilliant stuff,0,0,0,1,0,1,0,0,0,0,2,0,messin wait see serious brilliant stuff,80
5941,2017-En-20353,not only was that the worst @EGX that's I've attended but worth one of the worst cons I've been to in the last 5 years #terrible,1,1,0,0,0,0,0,0,0,2,0,1,worst attend worth one bad con last year terrible,128
5942,2017-En-11020,@Alex_Philip2648 it's a step up from boiling broccoli tbh,0,0,0,0,0,1,0,0,0,0,1,0,step boil broccoli tbh,57
5943,2017-En-21087,I'm excited for the #FirstDayofFall &amp; the rest of the season. I have 2 #Halloween #scare events I'm covering for @ThrillzCo in the next week,0,0,0,1,0,0,0,0,0,0,1,0,excite firstdayoffall rest season halloween scare event cover next week,144
5944,2017-En-20538,"#Trump is #afraid of the big, bad #Hillary. #election #PresidentialDebate #PresidentialElection2016 #orangehitler #skip #hide #coward ",0,1,1,0,0,0,1,0,0,3,0,1,trump afraid big bad hillary election presidentialdebate presidentialelection orangehitler skip hide coward,134
5945,2017-En-20094,ï« ughh I just want all this to be over.. it's like a nightmare! can we all just get along?,1,1,1,0,0,0,0,1,0,4,0,1,ughh want like nightmare get along,92
5946,2017-En-10149,@tmz @HarveyLevinTMZ   Hell hath no fury like a women scorned.    It's the affair.  Not the parenting,1,0,0,0,0,0,0,0,0,1,0,1,hell hath fury like woman scorn affair parent,101
5947,2017-En-40634,need to sta dating again.I m bored #redheadteen #boldandbeautiful #lost #500aday single men dating Schkeuditz,0,0,0,0,0,0,1,1,0,2,0,1,need sta date bore redheadteen boldandbeautiful lose aday single men date schkeuditz,109
5948,2017-En-40170,@MHChat I think sadness is felt very strongly physically and mentally.  It feels like it takes over and it's hard to focus at work #MHChat,0,0,0,0,0,0,1,1,0,2,0,1,think sadness felt strongly physically mentally feel like take hard focus work mhchat,138
5949,2017-En-10467,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav ",0,0,0,0,0,0,1,1,0,2,0,1,wish si midnight receive reply si wish get reply know fav,127
5950,2017-En-10860,"@CozanGaming that's what lisa asked before she started raging at me, 'can I call you?' heh",1,0,0,0,0,0,0,0,0,1,0,1,lisa ask start rag call heh,90
5951,2017-En-41039,@Mattwinton1 Your foot is frowning.,1,0,0,0,0,0,1,1,0,3,0,1,foot frowning,35
5952,2017-En-31072,@MariamVeiszadeh why sick. I am rejoicing that it is only half,0,0,0,1,0,1,0,0,0,0,2,0,sick rejoice half,62
5953,2017-En-20915,"Wee cunts playing chappy in my street, got my shoes on so I can chase and scare the fuck out of them",1,1,1,0,0,0,0,0,0,3,0,1,wee cunt play chappy street get shoe chase scare fuck,100
5954,2017-En-31161,jasperino - buoyant - Session.Six,0,0,0,0,0,0,0,0,0,0,0,0,jasperino buoyant session six,33
5955,2017-En-21953,âªOLD FISH ,0,0,0,0,0,0,0,0,0,0,0,0,old fish,12
5956,2017-En-31222,"On my way rejoicing, to the pulpit @ Park City Baptist Church, Surrey BC. for Midweek Service.",0,0,0,1,0,1,0,0,0,0,2,0,way rejoice pulpit park city baptist church surrey midweek service,94
5957,2017-En-40422,@FacMagnaAmerica  #CureForInsomnia And the left said WE were all doom &amp; gloom. The Trump Train is so much more fun!,0,0,0,1,0,0,0,0,0,0,1,0,cureforinsomnia leave say doom gloom trump train much fun,119
5958,2017-En-11589,just waggled my eyebrows up and down at the baby and she burst out laughing i love her haha,0,0,0,1,1,1,0,0,0,0,3,0,waggle eyebrow baby burst laugh love haha,91
5959,2017-En-11098,People you need to look up the definition of protest. What you are doing is not protesting is called vandalism.  #stop,1,1,0,0,0,0,0,0,0,2,0,1,people need look definition protest protesting call vandalism stop,118
5960,2017-En-21451,"#Question of the #day: what are some of your #nervous #habits? (biting fingernails, tapping your foot, clenching your teeth...)",0,0,1,0,0,0,0,0,0,1,0,1,question day nervous habit bite fingernail tap foot clench teeth,127
5961,2017-En-20246,Some questions you get on Twitter make you want to despair. We've been so battered. We complain but aren't convinced things could be better.,0,1,0,0,0,0,0,1,0,2,0,1,question get twitter make want despair batter complain convinced thing could better,140
5962,2017-En-10087,"Tasers immobilize, if you taser someone why the fuck do you need to shoot them one second later?! This is really sick!  #wtf #murder",1,1,0,0,0,0,0,0,0,2,0,1,tasers immobilize taser someone fuck need shoot one second later really sick wtf murder,132
5964,2017-En-31489,"Better mood today! Bring me #teasing, #flirting, #xdressers, #laughter, and #roleplayers! Also #confessions and #secrets @underdeskloser",0,0,0,1,0,1,0,0,0,0,2,0,well mood today bring tease flirt xdressers laughter roleplayers also confession secret,136
5966,2017-En-30575,#food  #Ð´ÐµÐ½ÑÐ³Ð¸ #smile   microsoft_.net_framework_4.5.1_full_plus_by_gora,0,0,0,1,0,1,0,0,0,0,2,0,food smile microsoft net framework full plus gora,78
5967,2017-En-31566,@kaijinboyfriend --while being animated much more recently technology-wise which makes for a very nice combination/look),0,0,0,1,0,1,0,0,0,0,2,0,animate much recently technology wise make nice combination look,120
5968,2017-En-10379,"@HebertofNH any time a man who got paid to throw temper tantrums speaks up, you gotta listen.",1,1,0,0,0,0,0,0,0,2,0,1,time man get pay throw temper tantrum speak get listen,93
5969,2017-En-20525,Caballero's passing remains absolutely dreadful I see!,1,1,1,0,0,0,0,1,0,4,0,1,caballero passing remain absolutely dreadful see,54
5970,2017-En-20308,Just had to reverse half way up the woods to collect the dog n I've never even reverse parked in my life ð ,1,0,1,0,0,0,1,0,0,3,0,1,reverse half way wood collect dog never even reverse parked life,110
5971,2017-En-20085,I have another test tonight #nervous,0,0,1,0,0,0,1,0,0,2,0,1,another test tonight nervous,36
5972,2017-En-30080,@jadelalaa_ hahaha and u da best bro ever luv u hearty hearts,0,0,0,1,1,1,0,0,0,0,3,0,hahaha best bro ever luv hearty heart,61
5973,2017-En-41327,@Conorojo Loool understand the pessimism but it will ð,0,0,0,0,0,0,1,0,0,1,0,1,loool understand pessimism,57
5974,2017-En-40862,HartRamsey'sUPLIFT If you're still discouraged it means you're listening to the wrong voices &amp; looking to the wrong source.Look to the LORD!,0,0,0,0,0,1,0,0,1,0,2,0,hartramsey suplift still discourage mean listen wrong voice look wrong source look lord,144
5975,2017-En-11161,Why is it always me picking up the pieces :/ #angry,1,1,0,0,0,0,0,1,0,3,0,1,always pick piece angry,51
5976,2017-En-20147,Can we go back 2 weeks and start again ?? This is seriously dreadful,0,0,0,0,0,0,0,1,0,1,0,1,back week start seriously dreadful,68
5977,2017-En-41098,@WDWNT #spooky night at #disney #fortwilderness campground #disneyworld #powerfailure #dark,1,1,1,0,0,0,1,1,0,5,0,1,spooky night disney fortwilderness campground disneyworld powerfailure dark,91
5979,2017-En-21119,I can be so shy but once I come out of my shell that's it ð,0,0,0,1,0,1,0,0,0,0,2,0,shy come shell,62
5980,2017-En-30055,What a #lively #lovely #shower ð ..,0,0,0,1,0,1,0,0,1,0,3,0,lively lovely shower,38
5981,2017-En-21107,Not setting an alarm to nap &gt;&gt;,0,0,0,0,0,0,0,0,0,0,0,0,set alarm nap,36
5982,2017-En-31041,Gen 8:21 NIVâThe Lord smelled the pleasing aroma and said in his heart: âNever again will Iâ¦ lifelong depravity,0,0,0,0,0,0,1,0,0,1,0,1,gen niv lord smell please aroma say heart never lifelong depravity,117
5983,2017-En-10115,A @FirstBSA not turning up? Why am I not surprised. Late for work again! #fuming,1,1,0,0,0,0,0,0,0,2,0,1,turn surprised late work fuming,80
5984,2017-En-21568,When you get to a point as an officer that you are in fear for your life you sir need to change professions,0,0,1,0,0,0,0,0,0,1,0,1,get point officer fear life sir need change profession,107
5985,2017-En-41226,Inadequacy slithers from her ears and wraps itself around her neck like the boys she wants to love her. #mpy #vss #quote #depression #poetry,0,0,0,0,0,0,1,0,0,1,0,1,inadequacy slithers ears wrap around neck like boy want love mpy v quote depression poetry,140
5986,2017-En-21989,@breadf2man @SunApology and it's Kelvin Mackenzie tomorrow... #shudder DontBuyTheSun,0,0,1,0,0,0,0,0,0,1,0,1,kelvin mackenzie tomorrow shudder dontbuythesun,84
5988,2017-En-21459,@yonahimes they never posted stuff like this?????\ni mean i was able to scroll over it so it wasnt a big deal but it was #shocking,1,1,1,0,0,0,0,1,0,4,0,1,never post stuff like mean able scroll wasnt big deal shocking,130
5989,2017-En-22134,And im not even going to get into how its discriminatory to several religions which mandate its followers to let their hair dread.,1,1,1,0,0,0,0,0,0,3,0,1,even go get discriminatory several religion mandate follower let hair dread,130
5990,2017-En-30558,Hey NASCAR fans. Are you going to the race in Loudon this weekend?  Why not stop by New Day Diner for a great hearty breakfast before you go,0,0,0,1,0,1,0,0,0,0,2,0,hey nascar fan go race loudon weekend stop new day diner great hearty breakfast,140
5992,2017-En-40189,The fact I haven't had to wear a bra for a week and knowing I'll have to start wearing one again after tomorrow is depressing ðð,1,0,0,0,0,0,0,1,0,2,0,1,fact wear bra week know start wear one tomorrow depressing,134
5993,2017-En-11686,So fucking mad my blood boiling.,1,0,0,0,0,0,0,0,0,1,0,1,fuck mad blood boiling,32
5994,2017-En-41155,@wiIdfuI we have the same age and you're 1000 times more beautiful than me! #sad ð,0,0,0,0,0,0,1,1,0,2,0,1,age time beautiful sad,85
5995,2017-En-20007,@laura221b I don't think I've ever moved so fast in a panic in all my life ð Gave me such a fright ð,0,0,1,0,0,0,0,0,0,1,0,1,think ever move fast panic life give fright,106
5996,2017-En-11044,People that smoke cigarettes irritate my soul.,1,1,0,0,0,0,0,0,0,2,0,1,people smoke cigarette irritate soul,46
5997,2017-En-30628,Being playful as shitð¤,1,1,0,0,0,0,0,0,0,2,0,1,playful shit,25
5998,2017-En-31000,Mou is too jovial and trying to impress those players too much. No player is bigger than manutd. SAF won't tolerate all this bs @ManUtd,1,1,0,0,0,0,0,0,0,2,0,1,mou jovial try impress player much player big manutd saf tolerate,135
6000,2017-En-20731,@MiSSLiNDZO no. ð­ the last two we were out-bidded. So we got kinda discouraged so now we are taking our sweet time. The market is stupid tho,1,1,0,0,0,0,0,1,0,3,0,1,last two bidded get kinda discourage take sweet time market stupid tho,143
6001,2017-En-11178,My back is starting to irritate me and it's barely 2:19 ð,1,1,0,0,0,0,0,1,0,3,0,1,back start irritate barely,60
6003,2017-En-21654,"@DatelineNBC this is a sight, sound &amp; smell to behold in person--still gives me the creeps to think about. ",0,0,1,0,0,0,1,0,0,2,0,1,sight sound smell behold person still give creep think,111
6004,2017-En-20420,@LonelyGoomba UK cops have an issue fearing intervention. Hence situations like Rotherham. So of course it'll be dwarfed by US cops.,0,0,1,0,0,0,0,0,0,1,0,1,cop issue fear intervention hence situation like rotherham course dwarf cop,132
6005,2017-En-41404,"them cold, dark nights are slowly creeping in ð",1,1,1,0,0,0,0,1,0,4,0,1,cold dark night slowly creep,50
6006,2017-En-31119,Remember when Joe and Quinn had a thing on glee,0,0,0,0,0,0,0,0,0,0,0,0,remember joe quinn thing glee,47
6007,2017-En-31595,"We have all been there, and wished we didn't. 25 #hilarious #AutoCorrect Fails",0,0,0,1,0,0,0,0,0,0,1,0,wish hilarious autocorrect fails,78
6008,2017-En-21499,@Dolla_DeLotta They wanna bully the Inhuman.,1,1,0,0,0,0,0,0,0,2,0,1,wan bully inhuman,44
6009,2017-En-11230,Way towards be prominent if your exasperate is peaked?: TGMbNqUEe,1,1,0,0,0,0,0,0,0,2,0,1,way towards prominent exasperate peak tgmbnquee,65
6010,2017-En-20687,".@SimonNRicketts if you don't know what a patronus is, I don't think we should have to tell you #shocking",1,1,1,0,0,0,0,0,0,3,0,1,know patronus think tell shock,105
6011,2017-En-20330,We're all in D. T. (Discipleship training or detox) for something. #messy #fearful #cutoff #choosefreedom #CryOut16,0,0,1,0,0,0,0,0,0,1,0,1,discipleship train detox something messy fearful cutoff choosefreedom cryout,115
6012,2017-En-31082,My ukulele bag has fallen apart. ï WELLL AT LEAST my life hasn't yet!! #Joys\n\n#quote  #problemsolving #behappy,0,0,0,1,0,1,0,0,0,0,2,0,ukulele bag fall apart welll least life yet joys quote problemsolving behappy,114
6013,2017-En-30972,"#Quoteoftheday\r\r'If you don't do #wild things while you're young, you'll have nothing to #smile about when you're old.'\r\r#dailyquote #quotes",0,0,0,1,0,1,0,0,0,0,2,0,quoteoftheday wild thing young nothing smile old dailyquote quote,144
6014,2017-En-40325,@WYSdaily I'm confident they will NEVER experience our successes of last 50yrs. Best they can hope for is to be another Bournemouth #sad,0,1,0,0,0,0,0,1,0,2,0,1,confident never experience success last yrs best hope another bournemouth sad,136
6016,2017-En-30044,Vals always smiling I love it #gbbo,0,0,0,1,1,1,0,0,0,0,3,0,vals always smile love gbbo,35
6018,2017-En-40511,In need of a serious nap rn,0,0,0,0,0,0,1,0,0,1,0,1,need serious nap,27
6019,2017-En-22046,I've said it before and I'll say it again: It's God! All God! Only God!  #archippusawakening #entirelybyhisgrace,0,0,0,1,1,1,0,0,1,0,4,0,say say god god god archippusawakening entirelybyhisgrace,112
6020,2017-En-11418,"Especially when it comes to voicing a displeasure, if you can't tell me straight up then hold your peace âï¸ï¸",1,1,0,0,0,0,0,0,0,2,0,1,especially come voicing displeasure tell straight hold peace,114
6021,2017-En-20419,@HillaryClinton #Hypocritical considering the #MiLLiONS of dollars you and @billclinton took from #horrible people and spent on yourselves.,1,1,0,0,0,0,0,0,0,2,0,1,hypocritical consider million dollar take horrible people spend,139
6022,2017-En-30446,@FullTimeDEVILS Memphis looking bright. Rojo looking like Rojo.,0,0,0,1,0,1,0,0,0,0,2,0,memphis look bright rojo look like rojo,63
6023,2017-En-20647,@quiettcricket can you maybe break it down into smaller bits? or space it out so it doesnt seem to daunting?,1,1,1,0,0,0,0,0,0,3,0,1,maybe break small bit space doesnt seem daunt,108
6024,2017-En-21970,@SenatorReid @HillaryClinton @DanEggenWPost @realDonaldTrump Even the painting is orange!  #Election2016,0,0,0,1,0,1,0,0,0,0,2,0,even paint orange election,104
6025,2017-En-21424,@chelseahandler I don't think your a girls girl #fraud  #celebeffer,1,1,0,0,0,0,0,0,0,2,0,1,think girl girl fraud celebeffer,67
6026,2017-En-11699,Forgiving means operating with God's spirit &amp; God isn't unforgiving &amp; doesn't hold a grudge. So who am I? Exactly.,0,0,0,1,0,1,0,0,0,0,2,0,forgive mean operate god spirit god unforgiving hold grudge exactly,122
6027,2017-En-10287,Worst juror ever? Michelle. You were Nicole's biggest threat.  #bb18,1,1,1,0,0,0,0,0,0,3,0,1,bad juror ever michelle nicole big threat,68
6028,2017-En-10953,@EtherealMystic_ She was winning this war that had been raging on inside of his mind. The desire and love all rolling into something he -,1,0,0,0,0,0,0,0,0,1,0,1,win war rag inside mind desire love roll something,137
6032,2017-En-20680,It's really alarming when an adult male calls their father 'daddy',0,1,1,0,0,0,0,0,0,2,0,1,really alarm adult male call father daddy,66
6033,2017-En-10196,@CI  I don't think Monalisa has respect for anyone but herself! I think she'll ruffle a few feathers. #TheJail,1,1,0,0,0,0,0,0,0,2,0,1,think monalisa respect anyone think ruffle feather thejail,110
6034,2017-En-40431,You don't know how to love me when you're sober #sober #selenagomez #revival,0,0,0,0,0,0,0,1,0,1,0,1,know love sober sober selenagomez revival,76
6035,2017-En-40535,Hey @AppleSupport - how do I find my play history on new #ios10 #appleMusic #music #lost,0,0,0,0,0,0,0,1,0,1,0,1,hey find play history new io applemusic music lose,88
6036,2017-En-40993,I mourn. ha..r / ambe was ruined. what was once an ongoing shitpost about Tony's crimes was hijacked by not so vaguely racist memers,1,1,0,0,0,0,1,1,0,4,0,1,mourn ambe ruin ongoing shitpost tony crime hijack vaguely racist memers,132
6037,2017-En-10100,Have wee pop socks on and they KEEP FALLING OFF INSIDE MY SHOES #rage,1,1,0,0,0,0,0,0,0,2,0,1,wee pop sock keep fall inside shoe rage,69
6038,2017-En-10191,Half of Epicenter is shut down its police all over y'all I just burst out in tears this is fucking terrible #KeithLamontScott,1,0,1,0,0,0,0,1,0,3,0,1,half epicenter shut police burst tear fuck terrible keithlamontscott,125
6039,2017-En-41019,"Really planned on making videos this week. Then. A tv died, phone broke, truck died, #depression took over. I'm wondering what I did 2 karma",0,0,0,0,0,0,0,1,0,1,0,1,really plan make videos week die phone break truck died depression take wonder karma,140
6042,2017-En-40749,"@Lesdoggg take me with you!! JK. Have fun, relax, get a massage or two and chill. Don't eat the cucumbers, most places frown on that.",0,0,0,1,0,1,0,0,0,0,2,0,take fun relax get massage two chill eat cucumber place frown,133
6044,2017-En-40134,It's sad when your man leaves work a little bit late and your worst fear is 'Oh no!! Did he get stopped by the police?!?! ' #sad #ourworld,0,0,0,0,0,0,1,1,0,2,0,1,sad man leave work little bit late bad fear get stop police sad ourworld,138
6045,2017-En-20191,Dates in the glove box' is pure panic excuse #GBBO,0,1,1,0,0,0,0,1,0,3,0,1,date glove box pure panic excuse gbbo,50
6047,2017-En-30613,#Talking about our #Problems is our greatest #Addiction#Break the #habitTalk about ur #Joys#quote #optimism #problemsolving #behappy,0,0,0,1,0,1,0,0,0,0,2,0,talk problem great addiction break habittalk joy quote optimism problemsolving behappy,132
6048,2017-En-22090,"Happy Birthday to my favorite author, @StephenKing  #writer #author",0,0,0,1,1,1,0,0,1,0,4,0,happy birthday favorite author writer author,67
6049,2017-En-10439,"So I wished my sis 12 midnight but received no reply from her. My 2nd sis JUST wished her, got a reply. You know who's the fav #offended",1,0,0,0,0,0,0,1,0,2,0,1,wish si midnight receive reply si wish get reply know fav offend,136
6051,2017-En-10438,jamming out to fury in math class wanting to die hbu,1,1,0,0,0,0,0,0,0,2,0,1,jam fury math class want die hbu,52
6053,2017-En-40784,@BluesfestByron second artist announcement looking good #bluesfest2017 #blues #Music #byronbay,0,0,0,1,0,1,0,0,0,0,2,0,second artist announcement look good bluesfest blue music byronbay,94
6055,2017-En-30092,@yoshi_lucky Good morning.Let's start with a smile!\nLet's enjoy life in a cheerful way!\nDon't worry be happy!,0,0,0,1,0,1,0,0,0,0,2,0,good morning let start smile nlet enjoy life cheerful way ndon worry happy,111
6056,2017-En-10777,ð³The intensity that @sydneyswans play at is extraordinary #relentless #AFLCatsSwans #AFLFinals ððð¿,0,0,0,1,0,1,0,0,0,0,2,0,intensity play extraordinary relentless aflcatsswans aflfinals,110
6057,2017-En-21799,"#Pakistan is âterrorist stateâ, carries out #war crimes: #India to @UN.\n#UNGA #terrorism #UN",1,1,1,0,0,0,0,0,0,3,0,1,pakistan terrorist state carry war crime india unga terrorism,97
6058,2017-En-30696,"No, just tweet pictures of four fictional characters who describe you. One should be an animated character. @sunshinessp411",0,0,0,0,0,0,0,0,0,0,0,0,tweet picture four fictional character describe one animate character,123
6059,2017-En-21850,@gmbremer is his shoulder a legit concern? 'Expects to play' isn't reassuring 2 games into the season after having shoulder problems.,0,0,0,0,0,0,1,1,0,2,0,1,shoulder legit concern expect play reassure game season shoulder problem,133
6060,2017-En-40671,Bill Clinton: 'Do not grow weary of doing good.' @ClintonGlobal #CGI2016,0,0,0,1,0,1,0,0,0,0,2,0,bill clinton grow weary good cgi,72
6061,2017-En-21667,@thehill left wing panic because Hillary is weak and they know it this is a revolution a movement nothings going to help the left TrumpPence,1,1,1,0,0,0,0,0,0,3,0,1,leave wing panic hillary weak know revolution movement nothing go help leave trumppence,140
6062,2017-En-31447,"Be happy not because everything is good, but because you can see the good side of everything. ",0,0,0,1,0,1,0,0,0,0,2,0,happy everything good see good side everything,94
6063,2017-En-20505,@FJHobson @Beaker126 @Biastai how would you suggest we profile to stop right wing terror,0,0,1,0,0,0,0,0,0,1,0,1,would suggest profile stop right wing terror,88
6064,2017-En-20494,you come running back to me saying how much you miss me then cower away when we acc try a friendship ðð¼,1,1,0,0,0,0,0,1,0,3,0,1,come run back say much miss cower away acc try friendship,109
6065,2017-En-10635,"When anger rises, think of the consequences. #quote #wisdom #anger",1,0,0,0,0,0,0,0,0,1,0,1,anger rise think consequence quote wisdom anger,66
6066,2017-En-40814,"Before the year ends I'll probably get master 12s or flu games, true blues, and space jams.",0,0,0,0,0,1,0,0,1,0,2,0,year end probably get master flu game true blue space jam,91
6067,2017-En-30373,Watch this amazing live.ly broadcast by @huntermcaseyy #lively #musically,0,0,0,1,0,0,0,0,0,0,1,0,watch amaze live broadcast lively musically,73
6068,2017-En-11404,@Lowetide there is no room for jokes in hockey! This is a serious business where we made up teams to fill out the tournament! #outrage,1,1,0,0,0,0,0,0,0,2,0,1,room joke hockey serious business make team fill tournament outrage,134
6069,2017-En-21620,On the drive home today I heard a censored version of Spirits by The Strumbellas. 'Guns' replaced with 'dreams'. Just NO. #awful #censorship,1,1,0,0,0,0,0,0,0,2,0,1,drive home today heard censor version spirit strumbellas gun replace dream awful censorship,140
6070,2017-En-41035,It hasn't sunk in that I'm meeting the twins,0,0,0,0,0,1,0,0,0,0,1,0,sunk meeting twin,44
6071,2017-En-41249,"Absolutely hate the Apple Watch iOS 10 update. Completely buggered some of my apps, including Spark. Awful interface, too. #grim",1,1,0,0,0,0,0,1,0,3,0,1,absolutely hate apple watch io update completely bugger apps include spark awful interface grim,128
